Event IDs;Stream of Trials;Time onsets;Time offsets;Stimulus;Conflicts
0;5;0;1288;s2;False
0;3;0;1486;s1;False
1;4;1288;2576;s2;False
1;8;1486;2972;s1;False
2;5;2576;3864;s2;True
2;1;2972;4458;s1;True
3;3;3864;5152;s2;False
3;2;4458;5944;s1;False
4;8;5152;6440;s2;False
4;6;5944;7430;s1;False
5;1;6440;7728;s2;False
5;5;7430;8916;s1;False
6;6;7728;9016;s2;False
6;3;8916;10402;s1;True
7;2;9016;10304;s2;False
8;9;10304;11592;s2;True
7;8;10402;11888;s1;True
9;4;11592;12880;s2;True
8;5;11888;13374;s1;False
10;2;12880;14168;s2;False
9;8;13374;14860;s1;False
11;9;14168;15456;s2;False
10;4;14860;16346;s1;False
12;6;15456;16744;s2;False
11;1;16346;17832;s1;False
13;3;16744;18032;s2;False
12;6;17832;19318;s1;False
14;8;18032;19320;s2;False
13;2;19318;20804;s1;False
15;5;19320;20608;s2;False
16;3;20608;21896;s2;False
14;9;20804;22290;s1;False
17;4;21896;23184;s2;False
15;3;22290;23776;s1;False
18;2;23184;24472;s2;False
16;6;23776;25262;s1;True
19;4;24472;25760;s2;True
17;2;25262;26748;s1;False
20;8;25760;27048;s2;False
18;3;26748;28234;s1;False
21;6;27048;28336;s2;False
19;2;28234;29720;s1;True
22;4;28336;29624;s2;True
23;1;29624;30912;s2;False
20;8;29720;31206;s1;False
24;6;30912;32200;s2;False
21;4;31206;32692;s1;False
25;2;32200;33488;s2;False
22;6;32692;34178;s1;False
26;3;33488;34776;s2;False
23;1;34178;35664;s1;False
27;8;34776;36064;s2;False
24;9;35664;37150;s1;False
28;4;36064;37352;s2;False
25;2;37150;38636;s1;False
29;9;37352;38640;s2;False
26;8;38636;40122;s1;False
30;5;38640;39928;s2;False
31;1;39928;41216;s2;False
27;6;40122;41608;s1;False
32;2;41216;42504;s2;False
28;3;41608;43094;s1;False
33;9;42504;43792;s2;False
29;1;43094;44580;s1;False
34;3;43792;45080;s2;False
30;4;44580;46066;s1;False
35;6;45080;46368;s2;True
31;8;46066;47552;s1;True
36;1;46368;47656;s2;False
32;9;47552;49038;s1;False
37;6;47656;48944;s2;False
38;5;48944;50232;s2;True
33;3;49038;50524;s1;True
39;1;50232;51520;s2;True
34;2;50524;52010;s1;True
40;8;51520;52808;s2;False
35;5;52010;53496;s1;False
41;9;52808;54096;s2;True
36;1;53496;54982;s1;True
42;6;54096;55384;s2;True
37;5;54982;56468;s1;True
43;4;55384;56672;s2;False
38;9;56468;57954;s1;True
44;3;56672;57960;s2;True
39;8;57954;59440;s1;True
45;5;57960;59248;s2;False
46;2;59248;60536;s2;True
40;3;59440;60926;s1;False
47;9;60536;61824;s2;False
41;6;60926;62412;s1;True
48;4;61824;63112;s2;True
42;8;62412;63898;s1;False
49;1;63112;64400;s2;False
43;2;63898;65384;s1;False
50;8;64400;65688;s2;False
44;5;65384;66870;s1;False
51;2;65688;66976;s2;False
45;1;66870;68356;s1;True
52;8;66976;68264;s2;True
53;4;68264;69552;s2;True
46;6;68356;69842;s1;True
54;5;69552;70840;s2;False
47;1;69842;71328;s1;False
55;3;70840;72128;s2;False
48;4;71328;72814;s1;True
56;5;72128;73416;s2;True
49;1;72814;74300;s1;False
57;6;73416;74704;s2;False
50;2;74300;75786;s1;True
58;9;74704;75992;s2;True
51;4;75786;77272;s1;False
59;1;75992;77280;s2;False
52;6;77272;78758;s1;False
60;5;77280;78568;s2;False
61;4;78568;79856;s2;False
53;1;78758;80244;s1;True
62;2;79856;81144;s2;True
54;6;80244;81730;s1;True
63;8;81144;82432;s2;True
55;5;81730;83216;s1;False
64;4;82432;83720;s2;False
56;3;83216;84702;s1;True
65;6;83720;85008;s2;True
57;9;84702;86188;s1;False
66;1;85008;86296;s2;False
58;3;86188;87674;s1;False
67;5;86296;87584;s2;False
68;6;87584;88872;s2;False
59;4;87674;89160;s1;False
69;8;88872;90160;s2;False
60;1;89160;90646;s1;False
70;3;90160;91448;s2;False
61;5;90646;92132;s1;False
71;9;91448;92736;s2;False
62;6;92132;93618;s1;False
72;3;92736;94024;s2;False
63;2;93618;95104;s1;True
73;5;94024;95312;s2;True
64;6;95104;96590;s1;False
74;4;95312;96600;s2;False
65;1;96590;98076;s1;False
75;9;96600;97888;s2;False
76;6;97888;99176;s2;False
66;4;98076;99562;s1;False
77;1;99176;100464;s2;False
67;3;99562;101048;s1;True
78;6;100464;101752;s2;True
68;8;101048;102534;s1;False
79;5;101752;103040;s2;False
69;9;102534;104020;s1;False
80;1;103040;104328;s2;False
70;3;104020;105506;s1;False
81;2;104328;105616;s2;True
71;6;105506;106992;s1;True
